group	marker	position
2B	Cluster_4357|Contig4|original@810	80.5
2B	Cluster_5363|Contig2|original@667	80.5
2B	Cluster_6295|Contig6|original@1822	80.5
2B	Cluster_840|Contig3|original@231	80.5
2B	Cluster_8495|Contig2|original@618	80.5
2B	Cluster_8495|Contig3|original@174	80.5
2B	Cluster_1917|Contig3|original@1080	80.5
2B	Cluster_14907|Contig1|original@216	85.6
2B	Cluster_9914|Contig4|original@327	85.6
2B	Cluster_9914|Contig1|original@316	85.6
2B	Cluster_1854|Contig1|original@286	92
2B	Cluster_110|Contig2|original@369	92.75
2B	Cluster_4940|Contig2|original@936	96.3
2B	Cluster_5452|Contig1|original@824	96.7
2B	Cluster_7884|Contig2|original@893	96.7
2B	Cluster_7884|Contig4|original@1780	96.7
2B	Cluster_1202|Contig13|original@9277	96.7
2B	Cluster_97|Contig2|likelySeq@347	96.8333333333333
2B	Cluster_97|Contig2|likelySeq@64	96.8333333333333
2B	Cluster_2541|Contig2|complementarySeq@213	97.1
2B	Cluster_2541|Contig2|likelySeq@213	97.1
2B	Cluster_10364|Contig1|complementarySeq@1032	97.1
2B	Cluster_20809|Contig1|less_than_5_individuals|original@129	97.1
2B	Cluster_18716|Contig1|original@257	97.4
2B	Cluster_2651|Contig1|complementarySeq@1188	97.4
2B	Cluster_11372|Contig1|original@322	101
2B	Cluster_3418|Contig2|original@569	101
2B	Cluster_7550|Contig2|original@337	101
2B	Cluster_7979|Contig1|original@536	101
2B	Cluster_4478|Contig2|likelySeq@1278	101.16
2B	Cluster_5677|Contig1|likelySeq@467	101.16
2B	Cluster_12855|Contig1|original@714	101.16
2B	Cluster_3418|Contig1|original@1617	101.16
2B	Cluster_8948|Contig2|original@125	101.8
2B	Cluster_7550|Contig2|original@478	102.171428571429
2B	Cluster_16615|Contig4|likelySeq@547	104.1
2B	Cluster_1778|Contig1|original@242	104.1
2B	Cluster_8172|Contig1|original@1380	104.1
2B	Cluster_14726|Contig1|complementarySeq@134	104.5
2B	Cluster_4787|Contig9|original@2473	104.5
2B	Cluster_751|Contig2|original@350	104.715384615385
2B	Cluster_5223|Contig2|complementarySeq@754	104.75
2B	Cluster_18588|Contig1|original@301	104.9
2B	Cluster_4905|Contig3|original@3022	104.9
2B	Cluster_3634|Contig2|original@128	105.036363636364
2B	Cluster_4787|Contig13|original@4078	105.036363636364
2B	Cluster_751|Contig14|original@3934	105.036363636364
2B	Cluster_100|Contig2|original@373	105.036363636364
2B	Cluster_2337|Contig3|original@769	105.036363636364
2B	Cluster_3863|Contig2|original@888	105.05
2B	Cluster_3607|Contig1|original@187	105.2
2B	Cluster_12193|Contig1|complementarySeq@413	105.6
2B	Cluster_15858|Contig1|complementarySeq@888	105.6
2B	Cluster_9751|Contig1|complementarySeq@1008	105.6
2B	Cluster_16324|Contig1|original@315	105.6
2B	Cluster_5223|Contig2|likelySeq@448	105.733333333333
2B	Cluster_13221|Contig1|original@337	106.2
2B	Cluster_9579|Contig1|original@1076	106.2
2B	Cluster_11930|Contig1|likelySeq@1262	107.1
2B	Cluster_2165|Contig1|complementarySeq@266	107.1
2B	Cluster_10333|Contig2|original@138	107.1
2B	Cluster_14825|Contig1|original@308	107.1
2B	Cluster_20598|Contig1|original@225	107.1
2B	Cluster_9916|Contig2|likelySeq@194	110.7
2B	Cluster_11542|Contig1|likelySeq@1199	111.1
2B	Cluster_1301|Contig4|original@1925	111.1
2B	Cluster_1371|Contig4|complementarySeq@3613	111.1
2B	Cluster_1774|Contig1|original@1209	111.1
2B	Cluster_1923|Contig2|original@1173	111.1
2B	Cluster_1971|Contig3|likelySeq@927	111.1
2B	Cluster_2400|Contig1|complementarySeq@1796	111.1
2B	Cluster_2582|Contig1|original@1352	111.1
2B	Cluster_262|Contig2|original@188	111.1
2B	Cluster_2964|Contig3|original@3560	111.1
2B	Cluster_3166|Contig2|complementarySeq@603	111.1
2B	Cluster_3438|Contig5|original@894	111.1
2B	Cluster_3438|Contig6|original@638	111.1
2B	Cluster_4205|Contig1|likelySeq@242	111.1
2B	Cluster_4564|Contig2|original@261	111.1
2B	Cluster_480|Contig2|complementarySeq@643	111.1
2B	Cluster_480|Contig2|likelySeq@643	111.1
2B	Cluster_5155|Contig1|original@1102	111.1
2B	Cluster_5358|Contig2|complementarySeq@702	111.1
2B	Cluster_5583|Contig1|likelySeq@1154	111.1
2B	Cluster_6912|Contig2|original@995	111.1
2B	Cluster_7362|Contig2|original@870	111.1
2B	Cluster_807|Contig2|original@950	111.1
2B	Cluster_8085|Contig2|likelySeq@1184	111.1
2B	Cluster_8400|Contig1|complementarySeq@834	111.1
2B	Cluster_8432|Contig1|complementarySeq@344	111.1
2B	Cluster_8503|Contig1|likelySeq@479	111.1
2B	Cluster_9143|Contig2|original@1403	111.1
2B	Cluster_14310|Contig1|original@439	111.1
2B	Cluster_1668|Contig2|original@1090	111.1
2B	Cluster_6347|Contig8|original@492	111.1
2B	Cluster_3946|Contig3|likelySeq@2604	111.1
2B	Cluster_522|Contig1|original@630	111.1
2B	Cluster_5358|Contig2|complementarySeq@1319	111.1
2B	Cluster_5494|Contig1|original@1684	111.1
2B	Cluster_6564|Contig1|original@117	111.1
2B	Cluster_6707|Contig2|original@906	111.1
2B	Cluster_7994|Contig1|complementarySeq@809	111.1
2B	Cluster_11074|Contig2|original@572	111.1
2B	Cluster_14|Contig2103|original@670	111.1
2B	Cluster_1405|Contig1|original@602	111.1
2B	Cluster_155|Contig11|original@286	111.1
2B	Cluster_1646|Contig1|original@1904	111.1
2B	Cluster_1668|Contig3|original@1938	111.1
2B	Cluster_16748|Contig1|original@89	111.1
2B	Cluster_190|Contig1|likelySeq@1545	111.1
2B	Cluster_20904|Contig1|original@674	111.1
2B	Cluster_23006|Contig1|original@413	111.1
2B	Cluster_2964|Contig1|original@391	111.1
2B	Cluster_4174|Contig3|original@5697	111.533333333333
2B	Cluster_10097|Contig2|original@225	112.7
2B	Cluster_16415|Contig2|original@1254	112.7
2B	Cluster_3989|Contig1|original@1040	112.7
2B	Cluster_6907|Contig3|original@108	112.7
2B	Cluster_10669|Contig2|original@884	113.586842105263
2B	Cluster_11074|Contig1|original@371	113.586842105263
2B	Cluster_11542|Contig1|likelySeq@2805	113.586842105263
2B	Cluster_3173|Contig1|likelySeq@338	113.586842105263
2B	Cluster_10621|Contig1|likelySeq@1878	114.2
2B	Cluster_10097|Contig2|original@113	114.88
2B	Cluster_267|Contig1|complementarySeq@826	114.88
2B	Cluster_140|Contig3|original@1510	115.395454545455
2B	Cluster_488|Contig3|original@793	115.395454545455
2B	Cluster_5337|Contig3|original@897	115.395454545455
2B	Cluster_6296|Contig1|complementarySeq@1397	115.395454545455
2B	Cluster_6978|Contig1|complementarySeq@474	115.395454545455
2B	Cluster_1008|Contig2|original@397	115.395454545455
2B	Cluster_140|Contig13|original@260	115.395454545455
2B	Cluster_16063|Contig3|original@235	115.395454545455
2B	Cluster_7020|Contig2|original@1083	115.9
2B	Cluster_7544|Contig1|original@437	115.9
2B	Cluster_3194|Contig2|original@481	115.9
2B	Cluster_1049|Contig2|complementarySeq@418	117.114545454545
2B	Cluster_190|Contig2|complementarySeq@1445	117.436842105263
2B	Cluster_1138|Contig58|likelySeq@185	117.492452830189
2B	Cluster_4363|Contig1|likelySeq@1160	117.492452830189
2B	Cluster_19834|Contig2|original@789	117.492452830189
2B	Cluster_7869|Contig1|complementarySeq@1415	117.788888888889
2B	Cluster_4532|Contig3|original@1117	118.9
2B	Cluster_6823|Contig2|original@1596	118.9
2B	Cluster_8499|Contig1|likelySeq@277	118.9
2B	Cluster_883|Contig2|original@851	118.9
2B	Cluster_2582|Contig2|original@1107	119.314285714286
2B	Cluster_9600|Contig4|original@304	119.4
2B	Cluster_16251|Contig1|original@264	119.57
2B	Cluster_9879|Contig2|original@443	119.8
2B	Cluster_342|Contig3|original@77	119.909756097561
2B	Cluster_16292|Contig1|complementarySeq@1946	119.910526315789
2B	Cluster_140|Contig8|likelySeq@2184	120.256756756757
2B	Cluster_140|Contig27|original@298	120.256756756757
2B	Cluster_4552|Contig4|original@2076	120.256756756757
2B	Cluster_653|Contig3|original@3947	120.256756756757
2B	Cluster_7544|Contig2|original@534	120.256756756757
2B	Cluster_9296|Contig1|complementarySeq@315	120.256756756757
2B	Cluster_9879|Contig1|original@430	120.256756756757
2B	Cluster_9983|Contig1|original@81	120.256756756757
2B	Cluster_14102|Contig2|original@872	120.256756756757
2B	Cluster_4552|Contig2|original@735	120.4
2B	Cluster_410|Contig3|original@872	120.605263157895
2B	Cluster_7101|Contig2|complementarySeq@1081	120.605263157895
2B	Cluster_10712|Contig1|likelySeq@1561	120.605263157895
2B	Cluster_1786|Contig1|original@358	120.605263157895
2B	Cluster_6775|Contig3|original@1056	120.655263157895
2B	Cluster_2393|Contig2|original@1103	120.655263157895
2B	Cluster_13233|Contig1|original@213	121.8
2B	Cluster_16809|Contig1|original@443	121.833333333333
2B	Cluster_4528|Contig2|complementarySeq@1778	123.638461538462
2B	Cluster_4532|Contig3|original@913	123.638461538462
2B	Cluster_5221|Contig2|likelySeq@740	123.638461538462
2B	Cluster_6175|Contig1|complementarySeq@2240	123.638461538462
2B	Cluster_6506|Contig2|original@477	123.638461538462
2B	Cluster_653|Contig4|original@2023	123.638461538462
2B	Cluster_6775|Contig1|original@2336	123.638461538462
2B	Cluster_9824|Contig1|original@2787	123.638461538462
2B	Cluster_5569|Contig1|likelySeq@1156	124.003703703704
2B	Cluster_1786|Contig3|original@1874	124.003703703704
2B	Cluster_200|Contig12|complementarySeq@416	124.003703703704
2B	Cluster_9442|Contig1|complementarySeq@471	124.4
2B	Cluster_4363|Contig1|likelySeq@928	125.3
2B	Cluster_1786|Contig3|original@1505	127.9
2B	Cluster_5841|Contig1|original@245	127.9
2B	Cluster_3221|Contig2|likelySeq@227	130.233333333333
2B	Cluster_8540|Contig1|likelySeq@306	130.7
2B	Cluster_4887|Contig2|complementarySeq@675	131.5
2B	Cluster_12405|Contig3|original@3281	131.9
2B	Cluster_17524|Contig1|original@880	132.3
2B	Cluster_7380|Contig2|original@314	132.3
2B	Cluster_7427|Contig1|complementarySeq@1595	132.3
2B	Cluster_8528|Contig1|complementarySeq@177	132.3
2B	Cluster_1775|Contig2|complementarySeq@1239	133.5
2B	Cluster_278|Contig3|original@217	133.5
2B	Cluster_7629|Contig1|original@569	133.5
2B	Cluster_2084|Contig3|original@260	135.4
2B	Cluster_2084|Contig3|original@770	135.4
2B	Cluster_6644|Contig1|complementarySeq@1205	136.5
2B	Cluster_14981|Contig1|likelySeq@841	145.8
2B	Cluster_6091|Contig1|original@434	145.8
2B	Cluster_12255|Contig1|complementarySeq@640	146.4
2B	Cluster_1511|Contig2|likelySeq@427	146.4
2B	Cluster_3563|Contig2|likelySeq@1804	146.76
2B	Cluster_981|Contig1|likelySeq@1412	147.2
2B	Cluster_24344|Contig1|original@305	147.2
2B	Cluster_418|Contig1|likelySeq@855	147.2
2B	Cluster_3563|Contig2|complementarySeq@163	147.2
2B	Cluster_981|Contig1|likelySeq@1432	147.9
2B	Cluster_11627|Contig2|complementarySeq@475	149.4
2B	Cluster_4018|Contig2|original@584	149.4
2B	Cluster_11627|Contig2|complementarySeq@605	149.4
2B	Cluster_11627|Contig2|complementarySeq@1204	149.4
2B	Cluster_1738|Contig2|original@225	149.4
2B	Cluster_1781|Contig7|original@322	149.4
2B	Cluster_24362|Contig1|original@116	149.4
2B	Cluster_1535|Contig2|original@413	154.3
2B	Cluster_17051|Contig3|original@1156	154.3
2B	Cluster_1429|Contig3|original@810	154.433333333333
2B	Cluster_2470|Contig2|original@412	154.433333333333
2B	Cluster_3209|Contig3|original@524	154.433333333333
2B	Cluster_6593|Contig1|complementarySeq@427	154.7
2B	Cluster_8500|Contig2|likelySeq@848	155.28
2B	Cluster_4477|Contig1|original@147	155.9
2B	Cluster_7496|Contig1|likelySeq@353	156.55
2B	Cluster_341|Contig1|original@270	156.55
2B	Cluster_7742|Contig1|likelySeq@2417	157.2
2B	Cluster_1802|Contig2|original@183	158.9
2B	Cluster_2921|Contig3|original@202	158.9
2B	Cluster_5544|Contig5|original@183	159.3
2B	Cluster_3468|Contig2|likelySeq@1533	160.083333333333
2B	Cluster_5465|Contig1|complementarySeq@175	160.083333333333
2B	Cluster_16725|Contig1|likelySeq@479	160.083333333333
2B	Cluster_19277|Contig1|original@172	160.083333333333
2B	Cluster_282|Contig3|original@1800	160.083333333333
2B	Cluster_282|Contig7|original@2176	160.083333333333
2B	Cluster_2882|Contig2|original@414	160.083333333333
2B	Cluster_19277|Contig1|original@122	161.071428571429
2B	Cluster_8939|Contig1|original@244	162.7
2B	Cluster_5560|Contig1|likelySeq@1026	163.5
2B	Cluster_3725|Contig1|complementarySeq@1765	164.9
2B	Cluster_3755|Contig7|complementarySeq@4600	165.95
2B	Cluster_2933|Contig1|original@987	167
2B	Cluster_2933|Contig2|original@1011	167
2B	Cluster_2933|Contig1|original@1057	167
2B	Cluster_17804|Contig3|original@202	172.1
2B	Cluster_14710|Contig2|complementarySeq@654	172.1
2B	Cluster_14976|Contig3|likelySeq@376	173.5
2B	Cluster_1164|Contig6|original@275	174.4
2B	Cluster_14710|Contig2|complementarySeq@695	175.3
2B	Cluster_5416|Contig3|original@1111	175.3
2B	Cluster_5877|Contig6|original@94	175.3
2B	Cluster_4393|Contig3|original@1282	176.1
2B	Cluster_6543|Contig2|original@1055	176.1
2B	Cluster_9951|Contig2|complementarySeq@189	176.1
2B	Cluster_9951|Contig3|original@1249	176.1
2B	Cluster_4393|Contig1|original@629	176.1
2B	Cluster_2373|Contig1|original@389	176.1
2B	Cluster_6066|Contig1|original@346	179.7
2B	Cluster_7251|Contig2|original@422	179.7
2B	Cluster_9605|Contig1|original@1569	179.7
2B	Cluster_6497|Contig3|complementarySeq@1606	179.7
2B	Cluster_5714|Contig4|original@1192	179.7
2B	Cluster_6582|Contig3|original@441	179.7
2B	Cluster_7309|Contig1|complementarySeq@1186	179.7
2B	Cluster_7580|Contig2|original@1334	179.7
2B	Cluster_9003|Contig1|original@1208	179.7
2B	Cluster_9815|Contig2|likelySeq@888	179.7
2B	Cluster_9815|Contig3|likelySeq@829	179.7
2B	Cluster_9815|Contig4|original@1371	179.7
2B	Cluster_14044|Contig1|original@486	179.7
2B	Cluster_1420|Contig1|likelySeq@2550	179.7
2B	Cluster_1420|Contig1|complementarySeq@2025	179.7
2B	Cluster_15067|Contig1|complementarySeq@696	179.7
2B	Cluster_2076|Contig2|original@979	180.025
2B	Cluster_8293|Contig1|original@255	180.35
2B	Cluster_7137|Contig5|original@2596	180.35
2B	Cluster_2598|Contig2|original@1230	180.35
2B	Cluster_8738|Contig1|original@401	181
2B	Cluster_3552|Contig1|likelySeq@257	187.2
2B	Cluster_5627|Contig2|original@808	187.2
2B	Cluster_10492|Contig2|likelySeq@924	187.2
2B	Cluster_3800|Contig3|original@221	187.2
2B	Cluster_1033|Contig2|original@1026	194.1
2B	Cluster_1033|Contig3|original@798	194.1
2B	Cluster_1033|Contig5|original@974	194.1
2B	Cluster_3704|Contig1|complementarySeq@1761	194.1
2B	Cluster_1907|Contig3|original@713	201.9
2B	Cluster_566|Contig2|original@1907	201.9
2B	Cluster_6923|Contig3|original@175	201.9
2B	Cluster_10448|Contig1|complementarySeq@544	201.9
2B	Cluster_1947|Contig3|original@114	203.5
2B	Cluster_13249|Contig1|original@440	203.5
2B	Cluster_1947|Contig3|original@237	203.5
2B	Cluster_8200|Contig7|original@918	206.7
2B	Cluster_11239|Contig1|likelySeq@732	207.2
2B	Cluster_8200|Contig9|original@923	208.033333333333
2B	Cluster_8200|Contig3|original@238	208.033333333333
2B	Cluster_11239|Contig1|likelySeq@623	208.033333333333
2B	Cluster_639|Contig2|likelySeq@1207	210.2
2B	Cluster_639|Contig2|likelySeq@1255	210.2
2B	Cluster_7133|Contig2|original@412	210.2
2B	Cluster_6739|Contig1|original@405	210.2
2B	Cluster_7133|Contig2|original@375	210.2
2B	Cluster_10571|Contig3|original@93	220.2
2B	Cluster_5027|Contig1|original@695	220.2
2B	Cluster_11905|Contig5|original@795	220.2
2B	Cluster_4699|Contig2|original@315	220.6
2B	Cluster_1132|Contig8|original@897	220.6
2B	Cluster_4250|Contig3|original@506	221.9
2B	Cluster_6932|Contig1|complementarySeq@832	221.9
2B	cluster_singlet|EPO_075_2462309731438184896+,235976-,116369-|original@229	222.5
2B	Cluster_3740|Contig2|original@928	222.5
2B	Cluster_6932|Contig1|complementarySeq@947	222.5
2B	Cluster_7065|Contig4|original@249	222.5
2B	Cluster_6189|Contig1|original@1372	223.5
2B	Cluster_3740|Contig5|original@1365	224.6
2B	Cluster_1141|Contig2|original@335	228
2B	Cluster_1902|Contig3|likelySeq@439	228
2B	Cluster_20036|Contig1|original@504	230.7
2B	Cluster_5147|Contig6|original@620	230.7
2B	Cluster_14172|Contig4|original@1305	230.7
2B	Cluster_3526|Contig2|original@3975	231.8
2B	Cluster_767|Contig5|original@408	231.8
2B	Cluster_3526|Contig2|original@5142	231.8
2B	Cluster_3526|Contig5|original@347	231.8
3A	Cluster_1946|Contig1|original@935	11
3A	Cluster_1946|Contig2|original@272	11
3A	Cluster_3547|Contig2|original@435	11.9
3A	Cluster_962|Contig1|original@403	11.9
3A	Cluster_1946|Contig1|original@1563	11.9
3A	Cluster_3325|Contig2|original@267	30.4
3A	Cluster_9015|Contig3|original@654	30.4
3A	Cluster_2274|Contig2|original@442	31.1333333333333
3A	Cluster_2082|Contig1|complementarySeq@570	31.5
3A	Cluster_12504|Contig1|original@366	32.6
3A	Cluster_4539|Contig2|original@222	34.4
3A	Cluster_5711|Contig4|original@1394	34.4
3A	Cluster_495|Contig39|likelySeq@982	34.4
3A	Cluster_15472|Contig2|complementarySeq@1662	36.5
3A	Cluster_9942|Contig2|likelySeq@223	36.5
3A	Cluster_7524|Contig4|original@385	36.5
3A	Cluster_9942|Contig2|complementarySeq@223	36.5
3A	Cluster_11715|Contig5|original@1373	36.5
3A	Cluster_1521|Contig5|original@694	36.5
3A	Cluster_2795|Contig2|complementarySeq@775	46.6
3A	Cluster_11524|Contig1|likelySeq@782	48.3
3A	Cluster_17128|Contig1|likelySeq@841	48.3
3A	Cluster_3701|Contig4|original@1305	48.3
3A	Cluster_6094|Contig2|original@611	48.3
3A	Cluster_11753|Contig2|original@684	48.7666666666667
3A	Cluster_6407|Contig2|original@686	48.8125
3A	Cluster_10387|Contig2|complementarySeq@1753	48.8125
3A	Cluster_1264|Contig2|original@478	48.8125
3A	Cluster_9342|Contig2|original@300	48.8857142857143
3A	Cluster_11753|Contig2|original@803	49
3A	Cluster_12182|Contig1|complementarySeq@1321	49
3A	Cluster_12298|Contig2|likelySeq@3284	49
3A	Cluster_3321|Contig1|complementarySeq@2761	49
3A	Cluster_5843|Contig2|complementarySeq@530	49
3A	Cluster_713|Contig2|original@177	49
3A	Cluster_7280|Contig1|original@1013	49.6
3A	Cluster_6481|Contig1|original@298	51.025
3A	Cluster_470|Contig1|complementarySeq@351	51.2
3A	Cluster_6110|Contig1|original@150	56.1
3A	Cluster_9788|Contig2|likelySeq@574	56.1
3A	Cluster_9752|Contig2|likelySeq@524	56.9
3A	Cluster_3309|Contig2|complementarySeq@182	56.94375
3A	Cluster_363|Contig7|original@163	57.1
3A	Cluster_4094|Contig1|likelySeq@1903	57.4
3A	Cluster_50|Contig4|original@185	57.4
3A	Cluster_3594|Contig2|original@206	57.4733333333333
3A	Cluster_1032|Contig1|original@247	57.4733333333333
3A	Cluster_1782|Contig1|original@2002	57.4733333333333
3A	Cluster_8484|Contig2|original@366	57.4733333333333
3A	Cluster_4697|Contig1|original@365	57.4733333333333
3A	Cluster_5555|Contig1|complementarySeq@2143	57.4733333333333
3A	Cluster_6569|Contig1|original@2500	57.4733333333333
3A	Cluster_7048|Contig1|original@123	57.4733333333333
3A	Cluster_7107|Contig1|complementarySeq@1126	57.4733333333333
3A	Cluster_8815|Contig1|original@470	57.4733333333333
3A	Cluster_8815|Contig2|complementarySeq@582	57.4733333333333
3A	Cluster_9752|Contig2|complementarySeq@524	57.4733333333333
3A	Cluster_1032|Contig4|original@268	57.4733333333333
3A	Cluster_10883|Contig1|original@279	57.4733333333333
3A	Cluster_14334|Contig1|complementarySeq@455	57.4733333333333
3A	Cluster_1782|Contig2|likelySeq@306	57.4733333333333
3A	Cluster_2023|Contig1|complementarySeq@403	57.4733333333333
3A	Cluster_3594|Contig3|original@1482	57.4733333333333
3A	Cluster_4094|Contig1|complementarySeq@630	57.72
3A	Cluster_1787|Contig2|original@1904	57.8
3A	Cluster_3425|Contig2|complementarySeq@1496	57.8
3A	Cluster_3734|Contig3|original@201	57.8
3A	Cluster_5433|Contig1|complementarySeq@1134	57.8
3A	Cluster_69|Contig1|complementarySeq@2131	57.8
3A	Cluster_7107|Contig1|complementarySeq@1364	57.8
3A	Cluster_7730|Contig1|complementarySeq@244	57.8
3A	Cluster_8362|Contig1|complementarySeq@611	57.8
3A	Cluster_912|Contig1|complementarySeq@852	57.8
3A	Cluster_9788|Contig1|original@3143	57.8
3A	Cluster_8830|Contig2|original@1008	57.8
3A	Cluster_7918|Contig1|likelySeq@177	59
3A	Cluster_777|Contig2|original@126	60.9
3A	Cluster_10020|Contig2|complementarySeq@225	63.3
3A	Cluster_438|Contig2|likelySeq@989	63.5
3A	Cluster_8475|Contig1|likelySeq@1096	63.5
3A	Cluster_9116|Contig3|original@700	63.5
3A	Cluster_12358|Contig1|complementarySeq@476	63.5
3A	Cluster_12358|Contig2|original@417	63.5
3A	Cluster_14268|Contig2|original@712	63.5
3A	Cluster_357|Contig3|original@2570	63.5
3A	Cluster_12921|Contig3|original@1371	63.7
3A	Cluster_14879|Contig4|original@235	63.7
3A	Cluster_14879|Contig5|original@319	64.9714285714286
3A	Cluster_8628|Contig2|complementarySeq@683	64.9714285714286
3A	Cluster_2136|Contig1|complementarySeq@108	64.9714285714286
3A	Cluster_4672|Contig1|complementarySeq@819	65.3
3A	Cluster_8628|Contig1|likelySeq@344	65.65
3A	Cluster_11196|Contig1|complementarySeq@693	65.65
3A	Cluster_5919|Contig2|original@464	65.9666666666667
3A	Cluster_8628|Contig2|complementarySeq@656	65.9666666666667
3A	Cluster_4608|Contig4|original@584	66.98
3A	Cluster_8628|Contig1|likelySeq@652	67.8
3A	Cluster_4329|Contig1|original@719	67.8
3A	Cluster_4329|Contig2|original@291	67.8
3A	Cluster_4639|Contig1|complementarySeq@1872	67.8
3A	Cluster_9198|Contig1|original@894	67.8
3A	Cluster_11587|Contig1|original@1161	67.8
3A	Cluster_2879|Contig2|original@579	69.3
3A	Cluster_3491|Contig3|original@423	69.3
3A	Cluster_61|Contig2|original@225	69.3
3A	Cluster_7458|Contig1|complementarySeq@453	69.3
3A	Cluster_599|Contig1|original@1441	72.1
3A	Cluster_7551|Contig2|complementarySeq@607	72.1
3A	Cluster_9254|Contig2|original@322	74.5
3A	Cluster_10535|Contig1|original@978	74.5
3A	Cluster_5308|Contig3|original@1336	81
3A	Cluster_642|Contig1|original@2214	81
3A	Cluster_8790|Contig1|original@482	81.1857142857143
3A	Cluster_8790|Contig2|original@503	81.1857142857143
3A	Cluster_3422|Contig1|complementarySeq@824	81.1857142857143
3A	Cluster_4817|Contig1|original@2806	81.375
3A	Cluster_10853|Contig3|original@1979	81.5
3A	Cluster_1383|Contig2|original@3043	81.5
3A	Cluster_6258|Contig1|likelySeq@1300	81.5
3A	Cluster_8070|Contig2|likelySeq@3567	81.5
3A	Cluster_1624|Contig1|likelySeq@169	82.2875
3A	Cluster_10644|Contig1|likelySeq@712	86.2
3A	Cluster_1624|Contig1|likelySeq@628	86.8
3A	Cluster_255|Contig2|original@886	89.2
3A	Cluster_13003|Contig4|complementarySeq@665	90
3A	Cluster_259|Contig2|original@233	90
3A	Cluster_6804|Contig4|complementarySeq@454	90
3A	Cluster_9640|Contig1|likelySeq@425	90
3A	Cluster_3442|Contig4|original@334	91.9
3A	Cluster_901|Contig1|complementarySeq@868	91.9
3A	Cluster_10990|Contig2|original@402	91.9
3A	Cluster_12786|Contig1|complementarySeq@993	91.9
3A	Cluster_13445|Contig1|original@166	91.9
3A	Cluster_2178|Contig3|original@697	91.9
3A	Cluster_7327|Contig2|original@1360	93.8
3A	Cluster_14056|Contig2|original@406	99.4
3A	Cluster_4554|Contig1|original@1909	99.4
3A	Cluster_5366|Contig2|original@1501	99.4
3A	Cluster_9455|Contig1|likelySeq@992	99.4
3A	Cluster_9528|Contig2|original@374	99.4
3A	Cluster_1226|Contig3|likelySeq@975	99.8
3A	Traes_3AL_128AB5D12@209	100.075
3A	Cluster_27710|Contig1|original@196	100.075
3A	Cluster_8964|Contig1|likelySeq@1259	100.075
3A	Cluster_1003|Contig3|original@830	102.1
3A	Cluster_12068|Contig1|likelySeq@596	102.1
3A	Cluster_4554|Contig2|original@290	102.7
3A	Cluster_4300|Contig1|original@119	103.681818181818
3A	Cluster_6023|Contig1|likelySeq@683	103.681818181818
3A	Cluster_6254|Contig2|likelySeq@937	103.681818181818
3A	Cluster_1332|Contig11|original@154	103.681818181818
3A	Cluster_15506|Contig1|likelySeq@897	103.681818181818
3A	Cluster_4554|Contig4|original@1396	103.875
3A	Cluster_8809|Contig2|likelySeq@1164	103.875
3A	Cluster_7291|Contig3|original@166	104.266666666667
3A	Cluster_4300|Contig1|original@193	105.6
3A	Cluster_10035|Contig5|original@258	106
3A	Cluster_11551|Contig4|original@174	106
3A	Cluster_20128|Contig1|original@227	106
3A	Cluster_2051|Contig1|original@138	106
3A	Cluster_11738|Contig1|likelySeq@379	106.7
3A	Cluster_9870|Contig1|likelySeq@512	107.4
3A	Cluster_5320|Contig1|complementarySeq@942	114.8
3A	Cluster_2447|Contig1|original@1868	114.8
3A	Cluster_3252|Contig2|original@1499	114.8
3A	Cluster_15806|Contig5|original@132	116.8
3A	Cluster_740|Contig2|original@614	116.8
3A	Cluster_10510|Contig2|original@320	116.8
3A	Cluster_740|Contig1|original@1939	116.8
3A	Cluster_740|Contig2|original@910	116.8
3A	Cluster_8755|Contig1|original@1361	116.8
3A	Cluster_10510|Contig4|original@2837	116.8
3A	Cluster_11210|Contig1|original@537	116.8
3A	Cluster_13680|Contig2|complementarySeq@663	116.8
3A	Cluster_15806|Contig5|original@2580	116.8
3A	Cluster_16700|Contig1|original@85	116.8
3A	Cluster_19774|Contig1|original@313	116.8
3A	Cluster_2957|Contig1|original@2229	116.8
3A	Cluster_10511|Contig1|likelySeq@109	126.7
3A	Cluster_8911|Contig1|likelySeq@471	126.7
3A	Cluster_7572|Contig1|original@240	126.7
3A	Cluster_10018|Contig1|original@1021	129.6
3A	Cluster_3904|Contig1|likelySeq@381	129.6
3A	Cluster_4684|Contig1|likelySeq@611	129.6
3A	Cluster_9123|Contig1|original@522	129.6
3A	Cluster_3904|Contig1|likelySeq@1423	129.6
3A	Cluster_4684|Contig1|likelySeq@1096	129.95
3A	Cluster_7611|Contig1|complementarySeq@184	129.95
3A	Cluster_1615|Contig2|original@866	129.95
3A	Cluster_22938|Contig3|original@192	131
3A	Cluster_527|Contig79|original@829	136.1
3A	Cluster_1789|Contig3|original@1659	136.1
3A	Cluster_2988|Contig2|original@856	136.1
3A	Cluster_8745|Contig1|complementarySeq@282	144.5
3A	Cluster_25|Contig2|original@1944	144.8
3A	Cluster_8745|Contig1|complementarySeq@1527	144.966666666667
3A	Cluster_16574|Contig1|original@934	145.6
3A	Cluster_15180|Contig4|original@177	148.1
3A	Cluster_15477|Contig1|original@813	148.1
3A	Cluster_3402|Contig1|original@1216	148.1
3A	Cluster_23086|Contig1|original@158	154.8
3A	Cluster_3565|Contig2|likelySeq@1300	158.2
