group	marker	position
2B	Cluster_331|Contig4|original@1226	105.5
2B	Cluster_186|Contig3|likelySeq@195	107.3
2B	Cluster_280|Contig1|original@163	107.3
2B	Cluster_16802|Contig1|likelySeq@824	107.7
2B	Cluster_186|Contig3|complementarySeq@195	107.7
2B	Cluster_280|Contig20|complementarySeq@191	107.7
2B	Cluster_280|Contig20|likelySeq@167	107.7
2B	Cluster_158|Contig3|complementarySeq@248	109.1
2B	Cluster_158|Contig3|likelySeq@248	109.1
2B	Cluster_9894|Contig1|likelySeq@533	109.1
2B	Cluster_9894|Contig1|likelySeq@624	109.1
2B	Cluster_7830|Contig1|original@1100	109.8
2B	Cluster_17988|Contig1|original@311	110.2
2B	Cluster_1477|Contig1|likelySeq@3276	112.5
2B	Cluster_1062|Contig7|original@3408	113.1
2B	Cluster_12782|Contig2|original@286	113.1
2B	Cluster_32|Contig1|original@376	113.1
2B	Cluster_7720|Contig2|original@388	113.1
2B	Traes_2BS_5732BEC8A@660	113.1
2B	Traes_2BS_86D242824@1078	113.1
2B	Cluster_29820|Contig1|likelySeq@191	113.8
2B	Cluster_1906|Contig1|original@1290	116.3
2B	Cluster_1906|Contig3|original@1249	116.3
2B	Cluster_24141|Contig1|original@775	118.2
2B	Cluster_12067|Contig3|original@345	118.9
2B	Cluster_3284|Contig1|likelySeq@298	119.2
2B	Cluster_5485|Contig2|original@1784	119.5
2B	Cluster_1917|Contig3|original@1080	119.8
2B	Cluster_2047|Contig5|complementarySeq@168	119.8
2B	Cluster_5363|Contig2|original@667	119.8
2B	Cluster_6295|Contig2|original@2055	119.8
2B	Cluster_6295|Contig4|original@2046	119.8
2B	Cluster_6295|Contig6|original@1822	119.8
2B	Cluster_840|Contig3|original@231	119.8
2B	Cluster_9938|Contig2|original@176	119.8
2B	Cluster_13418|Contig2|original@289	120.1
2B	Cluster_280|Contig16|original@318	120.1
2B	Cluster_280|Contig34|original@4762	120.1
2B	Cluster_280|Contig9|original@4797	120.1
2B	Cluster_4357|Contig4|original@810	120.1
2B	Cluster_6776|Contig2|original@736	120.1
2B	Cluster_840|Contig1|original@217	120.1
2B	Cluster_1629|Contig12|original@2661	120.7
2B	Cluster_1629|Contig7|original@2606	120.7
2B	Cluster_1629|Contig8|original@2651	120.7
2B	Cluster_8131|Contig2|original@188	120.7
2B	Cluster_8495|Contig2|original@2128	120.7
2B	Cluster_8495|Contig2|original@618	120.7
2B	Cluster_8495|Contig3|original@174	120.7
2B	cluster_singlet|EPO_072_Contig4311|original@2622	120.7
2B	Cluster_3745|Contig2|original@1173	124.6
2B	Cluster_1202|Contig11|original@426	129
2B	Cluster_1202|Contig13|original@9277	129
2B	Cluster_1202|Contig14|original@366	129
2B	Cluster_1202|Contig1|original@8754	129
2B	Cluster_1202|Contig5|original@10551	129
2B	Cluster_1202|Contig6|original@10570	129
2B	Cluster_1202|Contig8|original@8763	129
2B	Cluster_16397|Contig1|original@241	129
2B	Cluster_2499|Contig1|original@752	129
2B	Cluster_25978|Contig2|original@1015	129.3
2B	Cluster_14907|Contig1|original@216	130.2
2B	Cluster_6088|Contig1|original@417	130.2
2B	Cluster_8489|Contig1|original@214	134.9
2B	Cluster_8489|Contig3|original@361	134.9
2B	Cluster_5452|Contig1|original@824	137.5
2B	Cluster_10098|Contig1|likelySeq@505	140.2
2B	Cluster_10098|Contig2|likelySeq@589	140.2
2B	Cluster_20809|Contig1|less_than_5_individuals|original@129	142.2
2B	Cluster_7884|Contig2|original@893	142.2
2B	Cluster_7884|Contig3|original@177	142.2
2B	Cluster_7884|Contig4|original@1780	142.2
2B	Cluster_4940|Contig2|original@936	143.4
2B	Cluster_97|Contig2|likelySeq@64	143.8
2B	Cluster_2541|Contig2|complementarySeq@213	144.2
2B	Cluster_2541|Contig2|likelySeq@213	144.2
2B	Cluster_3460|Contig2|original@336	147.1
2B	Cluster_1935|Contig1|original@139	148.7
2B	Cluster_2651|Contig1|complementarySeq@1188	148.7
2B	Cluster_334|Contig1|complementarySeq@206	148.7
2B	Cluster_5929|Contig6|original@227	148.7
2B	Cluster_18716|Contig1|original@257	149.1
2B	Cluster_18716|Contig1|original@312	149.4
2B	Cluster_2191|Contig4|original@812	157.5
2B	Cluster_4478|Contig2|likelySeq@1278	157.5
2B	Cluster_5677|Contig1|likelySeq@467	157.5
2B	Cluster_11372|Contig1|original@322	158.1
2B	Cluster_12855|Contig1|original@714	158.1
2B	Cluster_3418|Contig1|original@1617	158.1
2B	Cluster_3418|Contig2|original@569	158.1
2B	Cluster_7550|Contig2|original@337	158.1
2B	Cluster_7550|Contig2|original@478	158.1
2B	Cluster_7979|Contig1|original@536	158.1
2B	Cluster_17944|Contig2|original@231	158.8
2B	Cluster_8948|Contig2|original@125	158.8
2B	Cluster_16324|Contig1|original@315	162
2B	Cluster_1778|Contig1|original@371	162.3
2B	Cluster_3634|Contig2|original@128	162.3
2B	Cluster_8172|Contig1|original@1380	162.3
2B	Cluster_16615|Contig4|likelySeq@547	162.6
2B	Cluster_14726|Contig1|complementarySeq@134	162.9
2B	Cluster_4787|Contig13|original@4078	162.9
2B	Cluster_4787|Contig3|original@2443	162.9
2B	Cluster_4787|Contig9|original@2473	162.9
2B	Cluster_100|Contig1|likelySeq@381	163.5
2B	Cluster_100|Contig2|original@373	163.5
2B	Cluster_12193|Contig1|complementarySeq@413	163.5
2B	Cluster_13221|Contig1|original@337	163.5
2B	Cluster_15858|Contig1|complementarySeq@888	163.5
2B	Cluster_2337|Contig3|original@769	163.5
2B	Cluster_4905|Contig1|original@1478	163.5
2B	Cluster_4905|Contig3|original@3022	163.5
2B	Cluster_751|Contig12|original@2735	163.5
2B	Cluster_751|Contig13|original@2786	163.5
2B	Cluster_751|Contig14|original@3934	163.5
2B	Cluster_751|Contig15|original@2723	163.5
2B	Cluster_751|Contig1|original@2744	163.5
2B	Cluster_751|Contig2|original@350	163.5
2B	Cluster_751|Contig4|original@459	163.5
2B	Cluster_751|Contig6|original@2748	163.5
2B	Cluster_751|Contig8|original@2570	163.5
2B	Cluster_751|Contig9|original@2632	163.5
2B	Cluster_9579|Contig1|original@1076	163.5
2B	Cluster_9751|Contig1|complementarySeq@1008	163.5
2B	Cluster_8930|Contig3|original@296	164.3
2B	Cluster_18588|Contig1|original@301	165
2B	Cluster_5223|Contig2|likelySeq@448	165
2B	Cluster_9159|Contig1|complementarySeq@1212	165
2B	Cluster_3863|Contig2|original@888	165.3
2B	Cluster_10333|Contig2|original@138	165.6
2B	Cluster_11930|Contig1|likelySeq@1262	165.6
2B	Cluster_11930|Contig2|complementarySeq@990	165.6
2B	Cluster_14825|Contig1|original@308	165.6
2B	Cluster_1486|Contig1|likelySeq@286	165.6
2B	Cluster_1508|Contig2|original@2245	165.6
2B	Cluster_20598|Contig1|original@225	165.6
2B	Cluster_2165|Contig1|complementarySeq@266	165.6
2B	Cluster_8230|Contig1|likelySeq@444	165.6
2B	Cluster_95|Contig1|complementarySeq@143	165.6
2B	Traes_2BS_167A31F21@1095	168.4
2B	Cluster_5044|Contig2|original@494	168.8
2B	Cluster_11074|Contig2|original@572	169.1
2B	Cluster_1138|Contig58|likelySeq@185	169.1
2B	Cluster_11542|Contig1|likelySeq@1199	169.1
2B	Cluster_11542|Contig1|likelySeq@2805	169.1
2B	Cluster_1301|Contig4|original@1925	169.1
2B	Cluster_1405|Contig1|original@602	169.1
2B	Cluster_1405|Contig3|original@1155	169.1
2B	Cluster_14310|Contig1|original@439	169.1
2B	Cluster_1471|Contig4|original@32	169.1
2B	Cluster_1491|Contig1|original@325	169.1
2B	Cluster_14|Contig1142|original@126	169.1
2B	Cluster_155|Contig11|original@286	169.1
2B	Cluster_1646|Contig1|original@1904	169.1
2B	Cluster_1646|Contig4|original@1867	169.1
2B	Cluster_1668|Contig2|original@1090	169.1
2B	Cluster_1668|Contig3|original@1938	169.1
2B	Cluster_16748|Contig1|original@89	169.1
2B	Cluster_190|Contig1|likelySeq@1545	169.1
2B	Cluster_190|Contig2|complementarySeq@1445	169.1
2B	Cluster_190|Contig4|likelySeq@371	169.1
2B	Cluster_20904|Contig1|original@674	169.1
2B	Cluster_2623|Contig1|original@791	169.1
2B	Cluster_262|Contig2|original@188	169.1
2B	Cluster_2964|Contig1|original@391	169.1
2B	Cluster_2964|Contig3|original@3560	169.1
2B	Cluster_3166|Contig2|complementarySeq@603	169.1
2B	Cluster_3946|Contig3|likelySeq@2604	169.1
2B	Cluster_480|Contig2|complementarySeq@643	169.1
2B	Cluster_480|Contig2|likelySeq@643	169.1
2B	Cluster_5583|Contig1|likelySeq@1154	169.1
2B	Cluster_5936|Contig4|original@1362	169.1
2B	Cluster_6564|Contig1|original@117	169.1
2B	Cluster_6707|Contig2|original@906	169.1
2B	Cluster_6912|Contig2|original@995	169.1
2B	Cluster_7362|Contig2|original@870	169.1
2B	Cluster_8432|Contig1|complementarySeq@344	169.1
2B	Cluster_8503|Contig1|likelySeq@479	169.1
2B	Cluster_9143|Contig2|original@1403	169.1
2B	Cluster_9916|Contig2|likelySeq@194	169.1
2B	Cluster_1049|Contig2|complementarySeq@418	169.4
2B	Cluster_1491|Contig9|original@4810	169.4
2B	Cluster_19834|Contig2|original@789	169.4
2B	Cluster_5155|Contig1|original@1102	169.4
2B	Cluster_522|Contig1|original@630	169.4
2B	Cluster_5358|Contig2|complementarySeq@1319	169.4
2B	Cluster_5358|Contig2|complementarySeq@702	169.4
2B	Cluster_5494|Contig1|original@1684	169.4
2B	Cluster_5936|Contig2|original@354	169.4
2B	Cluster_643|Contig1|likelySeq@550	169.4
2B	Cluster_11074|Contig1|original@371	169.7
2B	Cluster_2400|Contig1|complementarySeq@1796	171.2
2B	Cluster_1008|Contig2|original@397	171.5
2B	Cluster_1774|Contig1|original@1209	171.5
2B	Cluster_1923|Contig2|original@1173	171.5
2B	Cluster_1923|Contig3|original@1142	171.5
2B	Cluster_1971|Contig3|likelySeq@927	171.5
2B	Cluster_2006|Contig3|original@170	171.5
2B	Cluster_2582|Contig1|original@1352	171.5
2B	Cluster_2582|Contig2|original@1107	171.5
2B	Cluster_267|Contig1|complementarySeq@826	171.5
2B	Cluster_3438|Contig5|original@894	171.5
2B	Cluster_3438|Contig6|original@638	171.5
2B	Cluster_5337|Contig3|original@897	171.5
2B	Cluster_807|Contig2|original@950	171.5
2B	Cluster_8400|Contig1|complementarySeq@834	171.5
2B	Cluster_6978|Contig1|complementarySeq@474	171.8
2B	Cluster_10097|Contig2|original@113	173
2B	Cluster_10097|Contig2|original@225	173
2B	Cluster_140|Contig13|original@260	173
2B	Cluster_140|Contig27|original@298	173
2B	Cluster_140|Contig3|original@1510	173
2B	Cluster_140|Contig8|complementarySeq@2184	173
2B	Cluster_140|Contig8|likelySeq@2184	173
2B	Cluster_1517|Contig2|original@2662	173
2B	Cluster_16063|Contig3|original@235	173
2B	Cluster_16415|Contig2|original@1254	173
2B	Cluster_3989|Contig1|original@1040	173
2B	Cluster_488|Contig3|original@793	173
2B	Cluster_6296|Contig1|complementarySeq@1314	173
2B	Cluster_6907|Contig3|original@108	173
2B	Cluster_9712|Contig2|likelySeq@1275	173
2B	Cluster_1602|Contig2|likelySeq@448	173.6
2B	Cluster_9296|Contig1|complementarySeq@315	173.6
2B	cluster_singlet|EPO_054_239916308229196719+,81247+,213178-|original@238	173.6
2B	Cluster_10621|Contig1|likelySeq@1878	176.7
2B	Cluster_7020|Contig2|original@1083	177.8
2B	Cluster_7544|Contig1|original@437	177.8
2B	Cluster_7544|Contig2|original@534	177.8
2B	Cluster_10105|Contig1|likelySeq@630	179.9
2B	Cluster_6947|Contig2|likelySeq@496	179.9
2B	Cluster_4532|Contig3|original@1117	180.2
2B	Cluster_4532|Contig3|original@913	180.2
2B	Cluster_6823|Contig2|original@1596	180.2
2B	Cluster_8499|Contig1|likelySeq@277	180.2
2B	Cluster_883|Contig2|original@851	180.2
2B	Cluster_2393|Contig2|original@1103	181.2
2B	Cluster_2393|Contig3|original@409	181.2
2B	Cluster_9824|Contig1|original@2787	181.5
2B	Cluster_4528|Contig1|original@1826	182.7
2B	Cluster_9600|Contig4|original@304	182.7
2B	Cluster_9879|Contig1|original@430	182.7
2B	Cluster_9879|Contig2|original@443	182.7
2B	Cluster_4552|Contig4|original@2076	183
2B	Cluster_13233|Contig1|original@213	183.3
2B	Cluster_13613|Contig1|likelySeq@967	183.3
2B	Cluster_4552|Contig2|original@1341	183.3
2B	Cluster_13838|Contig1|likelySeq@540	183.6
2B	Cluster_17701|Contig1|likelySeq@415	183.6
2B	Cluster_9063|Contig1|likelySeq@371	183.6
2B	Cluster_14102|Contig2|original@872	187.9
2B	Cluster_4363|Contig1|likelySeq@1160	187.9
2B	Cluster_9442|Contig1|complementarySeq@471	188.5
2B	Cluster_5841|Contig1|original@245	192.7
2B	Cluster_1786|Contig1|original@358	194
2B	Cluster_1786|Contig3|original@1874	194.3
2B	Cluster_8540|Contig1|likelySeq@306	194.3
2B	Cluster_6175|Contig1|complementarySeq@2240	194.7
2B	Cluster_410|Contig3|original@872	198.6
2B	Cluster_410|Contig5|original@911	198.6
2B	Cluster_4887|Contig2|complementarySeq@675	198.9
2B	Cluster_12405|Contig3|original@3281	199.5
2B	Cluster_16251|Contig1|original@264	199.5
2B	Cluster_16292|Contig1|complementarySeq@1946	199.5
2B	Cluster_5221|Contig2|likelySeq@740	199.5
2B	Cluster_7101|Contig1|complementarySeq@1074	199.5
2B	Cluster_7424|Contig1|original@152	199.5
2B	Cluster_7427|Contig1|complementarySeq@1595	199.5
2B	Cluster_200|Contig12|complementarySeq@416	199.8
2B	Cluster_200|Contig12|likelySeq@187	199.8
2B	Cluster_3221|Contig2|likelySeq@269	199.8
2B	Cluster_3906|Contig1|original@827	199.8
2B	Cluster_5569|Contig1|likelySeq@1156	199.8
2B	Cluster_6506|Contig2|original@477	199.8
2B	Cluster_7101|Contig2|complementarySeq@1081	199.8
2B	Cluster_7380|Contig2|original@314	199.8
2B	Cluster_8528|Contig1|complementarySeq@177	199.8
2B	Cluster_1471|Contig6|original@357	200.7
2B	Cluster_17524|Contig1|original@880	200.7
2B	Cluster_7869|Contig1|complementarySeq@1415	201.7
2B	Cluster_10712|Contig1|likelySeq@1561	202.2
2B	Cluster_1775|Contig2|complementarySeq@1239	202.2
2B	Cluster_278|Contig3|original@217	202.2
2B	Cluster_342|Contig2|original@723	202.2
2B	Cluster_342|Contig3|original@77	202.2
2B	Cluster_653|Contig2|original@1295	202.2
2B	Cluster_653|Contig3|original@4016	202.2
2B	Cluster_653|Contig4|original@2023	202.2
2B	Cluster_6775|Contig1|original@2336	202.2
2B	Cluster_6775|Contig3|original@1056	202.2
2B	Cluster_7629|Contig1|original@569	202.2
2B	Cluster_9983|Contig1|original@81	202.2
2B	Cluster_16809|Contig1|original@443	203.3
2B	Cluster_3194|Contig2|original@481	205.4
2B	Cluster_2084|Contig3|original@260	209.3
2B	Cluster_2084|Contig3|original@770	209.3
2B	Cluster_886|Contig2|original@852	210.9
2B	Cluster_852|Contig12|complementarySeq@332	213.9
2B	Cluster_10264|Contig1|original@542	214.7
2B	Cluster_10444|Contig2|complementarySeq@233	215
2B	Cluster_10444|Contig2|likelySeq@233	215
2B	Cluster_13127|Contig4|original@1577	215
2B	Cluster_3337|Contig3|original@602	215
2B	Cluster_6857|Contig1|original@327	215
2B	Cluster_7914|Contig2|original@211	216.5
2B	Cluster_21339|Contig1|original@535	219.1
2B	Cluster_14981|Contig1|likelySeq@841	219.6
2B	Cluster_6091|Contig1|original@434	219.6
2B	Cluster_1511|Contig2|likelySeq@427	220.6
2B	Cluster_418|Contig1|likelySeq@855	221.5
2B	Cluster_24344|Contig1|original@305	221.8
2B	Cluster_3563|Contig2|complementarySeq@163	221.8
2B	Cluster_3563|Contig2|likelySeq@1804	221.8
2B	Cluster_981|Contig1|likelySeq@1432	221.8
2B	Cluster_12255|Contig1|complementarySeq@640	222.1
2B	Cluster_4193|Contig2|original@311	222.1
2B	Cluster_11627|Contig2|complementarySeq@475	222.5
2B	Cluster_11627|Contig2|complementarySeq@1204	224
2B	Cluster_11627|Contig2|complementarySeq@605	224
2B	Cluster_1738|Contig2|original@225	224
2B	Cluster_1781|Contig7|original@322	224.3
2B	Cluster_4018|Contig1|original@1018	224.3
2B	Cluster_4018|Contig2|original@584	224.3
2B	Cluster_1348|Contig3|complementarySeq@2554	227.5
2B	Cluster_24362|Contig1|original@116	227.5
2B	Cluster_6201|Contig1|original@162	227.5
2B	Cluster_8318|Contig1|complementarySeq@615	227.5
2B	Cluster_865|Contig14|original@64	227.8
2B	Cluster_17967|Contig2|original@617	229.4
2B	Cluster_1535|Contig2|original@413	230.9
2B	Cluster_1429|Contig3|original@810	231.5
2B	Cluster_17051|Contig3|original@1156	231.5
2B	Cluster_2470|Contig2|original@412	231.5
2B	Cluster_3209|Contig3|original@524	231.5
2B	Cluster_6593|Contig1|complementarySeq@427	231.8
2B	Cluster_15133|Contig2|original@364	233
2B	Cluster_10037|Contig2|likelySeq@147	235.9
2B	Cluster_14|Contig1043|original@2010	235.9
2B	Cluster_14|Contig402|original@566	235.9
2B	Cluster_21784|Contig1|original@342	235.9
2B	Cluster_7479|Contig2|original@413	235.9
2B	Cluster_8609|Contig2|original@1083	235.9
2B	Cluster_1232|Contig1|complementarySeq@260	236.8
2B	Cluster_4477|Contig1|original@271	237.7
2B	Cluster_341|Contig1|original@270	238.1
2B	Cluster_8500|Contig2|likelySeq@2220	238.1
2B	Cluster_7496|Contig1|likelySeq@353	240.4
2B	Cluster_4477|Contig1|original@147	241.2
2B	Cluster_7742|Contig1|likelySeq@2417	241.2
2B	Cluster_15184|Contig1|original@1739	242.1
2B	Cluster_5465|Contig1|complementarySeq@1398	242.1
2B	Cluster_5465|Contig1|complementarySeq@175	242.1
2B	Cluster_1802|Contig2|original@183	242.7
2B	Cluster_2882|Contig2|original@414	242.7
2B	Cluster_2921|Contig3|original@202	243.5
2B	Cluster_19277|Contig1|original@172	245.8
2B	Cluster_282|Contig3|original@1800	245.8
2B	Cluster_282|Contig5|original@165	245.8
2B	Cluster_282|Contig6|original@465	245.8
2B	Cluster_282|Contig7|original@2176	245.8
2B	Cluster_5544|Contig5|original@183	245.8
2B	Cluster_5544|Contig7|original@178	245.8
2B	Cluster_5544|Contig9|original@337	245.8
2B	Cluster_1886|Contig2|original@351	247.4
2B	Cluster_21343|Contig1|original@355	247.4
2B	Cluster_21343|Contig1|original@652	247.4
2B	Cluster_12235|Contig2|original@402	248.7
2B	Cluster_1886|Contig2|original@541	248.7
2B	Cluster_870|Contig1|complementarySeq@432	248.7
2B	Cluster_16725|Contig1|likelySeq@479	253.4
2B	Cluster_3468|Contig2|likelySeq@1533	253.4
2B	Cluster_5560|Contig1|likelySeq@1026	253.4
2B	Cluster_8939|Contig1|original@244	253.4
2B	Cluster_130|Contig3|original@101	254.6
2B	Cluster_311|Contig4|original@254	254.6
2B	Cluster_4980|Contig1|original@780	254.6
2B	Cluster_4980|Contig3|original@113	254.6
2B	Cluster_311|Contig1|original@220	254.9
2B	Cluster_311|Contig6|original@559	254.9
2B	Cluster_311|Contig3|original@207	255.3
2B	Cluster_5560|Contig1|likelySeq@1093	255.3
2B	Cluster_153|Contig2|complementarySeq@260	257.1
2B	Cluster_2933|Contig3|original@2545	257.1
2B	Cluster_2933|Contig5|original@1419	257.1
2B	Cluster_2933|Contig6|original@696	257.1
2B	Cluster_4974|Contig1|original@169	257.1
2B	Cluster_545|Contig8|original@1337	257.1
2B	Cluster_5830|Contig1|likelySeq@1120	257.1
2B	Cluster_10343|Contig4|original@967	257.5
2B	Cluster_3035|Contig9|original@1044	259.7
2B	Cluster_531|Contig14|original@680	259.7
2B	Cluster_9314|Contig1|likelySeq@2487	259.7
2B	Cluster_1164|Contig6|original@275	260.9
2B	Cluster_14976|Contig3|likelySeq@376	261.2
2B	Cluster_14976|Contig3|likelySeq@997	261.2
2B	Cluster_17804|Contig2|original@340	261.5
2B	Cluster_17804|Contig3|original@202	261.5
2B	Cluster_14710|Contig2|complementarySeq@654	262.3
2B	Cluster_14710|Contig2|complementarySeq@695	262.3
2B	Cluster_10946|Contig1|original@173	263.6
2B	Cluster_5018|Contig2|original@1046	264.8
2B	Cluster_5018|Contig3|original@2130	264.8
2B	Cluster_5877|Contig2|original@60	266.4
2B	Cluster_5877|Contig6|original@94	266.4
2B	Cluster_5416|Contig3|original@1111	267.1
2B	Cluster_10886|Contig2|original@170	267.4
2B	Cluster_6543|Contig2|original@1055	267.4
2B	Cluster_8278|Contig2|likelySeq@1050	267.4
2B	Cluster_8278|Contig2|likelySeq@981	267.4
2B	Cluster_4393|Contig3|original@1282	267.7
2B	Cluster_4393|Contig1|original@629	268
2B	Cluster_9384|Contig3|original@1110	268
2B	Cluster_9951|Contig2|complementarySeq@189	268
2B	Cluster_9951|Contig3|original@1249	268
2B	Cluster_9951|Contig2|likelySeq@261	268.4
2B	Cluster_15067|Contig1|complementarySeq@696	271.8
2B	Cluster_2076|Contig2|original@979	271.8
2B	Cluster_7309|Contig1|complementarySeq@1186	271.8
2B	Cluster_7580|Contig2|original@1334	271.8
2B	Cluster_8997|Contig1|original@1370	271.8
2B	Cluster_1420|Contig1|complementarySeq@2025	272.2
2B	Cluster_14830|Contig2|likelySeq@1007	272.2
2B	Cluster_231|Contig1|original@1077	272.2
2B	Cluster_9003|Contig1|original@1208	272.2
2B	Traes_2BL_0614A2B97@522	272.2
2B	Cluster_14044|Contig1|original@486	272.5
2B	Cluster_231|Contig4|likelySeq@575	272.5
2B	Cluster_30827|Contig1|original@229	272.5
2B	Cluster_5714|Contig4|original@1192	272.5
2B	Cluster_6582|Contig3|original@441	272.5
2B	Cluster_7251|Contig2|original@422	272.5
2B	Cluster_9605|Contig1|original@1569	272.5
2B	Cluster_9815|Contig1|original@624	272.5
2B	Cluster_9815|Contig2|complementarySeq@1967	272.5
2B	Cluster_9815|Contig2|likelySeq@888	272.5
2B	Cluster_9815|Contig3|likelySeq@829	272.5
2B	cluster_singlet|EPO_061_209897194825640189712-,...,192682-|complementarySeq@1803	272.5
2B	Cluster_9815|Contig4|original@1371	272.8
2B	Cluster_6066|Contig1|original@330	273.2
2B	Cluster_183|Contig1|original@193	274.7
2B	Cluster_10383|Contig2|complementarySeq@92	277.4
2B	Cluster_10383|Contig2|likelySeq@93	277.4
2B	Cluster_13634|Contig2|original@1405	278.8
2B	Cluster_13634|Contig2|original@260	278.8
2B	Cluster_7137|Contig6|original@468	278.8
2B	Cluster_7137|Contig5|original@2596	279.1
2B	Cluster_8293|Contig1|original@363	279.7
2B	Cluster_8738|Contig1|original@401	279.7
2B	Cluster_6068|Contig1|complementarySeq@599	280
2B	Cluster_6068|Contig1|likelySeq@599	280
2B	Cluster_3800|Contig1|original@198	286.8
2B	Cluster_3800|Contig3|original@221	286.8
2B	Cluster_7081|Contig1|complementarySeq@52	288.4
2B	Cluster_7081|Contig1|likelySeq@52	288.4
2B	Cluster_10492|Contig1|likelySeq@784	289.5
2B	Cluster_10492|Contig2|likelySeq@987	289.5
2B	Cluster_1321|Contig2|original@1743	289.5
2B	Cluster_1321|Contig3|original@1629	289.5
2B	Cluster_2776|Contig3|likelySeq@976	289.5
2B	Cluster_3552|Contig1|likelySeq@257	289.5
2B	Cluster_5627|Contig2|original@1019	289.5
2B	Cluster_2238|Contig3|original@3778	292
2B	Cluster_3704|Contig1|complementarySeq@1761	292.7
2B	Cluster_5991|Contig4|original@576	292.7
2B	Cluster_14372|Contig2|complementarySeq@2340	293
2B	Cluster_14372|Contig2|likelySeq@2340	293
2B	Cluster_1033|Contig3|original@798	294.2
2B	Cluster_566|Contig2|original@1829	301.7
2B	Cluster_6923|Contig2|original@512	302
2B	Cluster_6923|Contig3|original@164	302
2B	Cluster_10448|Contig1|complementarySeq@415	302.4
2B	Cluster_10448|Contig3|original@510	302.4
2B	Cluster_13249|Contig1|original@329	302.7
2B	Cluster_1947|Contig16|original@261	302.7
2B	Cluster_1947|Contig3|original@187	302.7
2B	Cluster_11239|Contig1|likelySeq@623	306
2B	Cluster_11239|Contig1|likelySeq@732	306
2B	Cluster_2435|Contig5|original@1939	306
2B	Cluster_8200|Contig1|original@2055	306
2B	Cluster_8200|Contig3|original@238	306
2B	Cluster_8200|Contig5|original@1003	306
2B	Cluster_8200|Contig6|original@249	306
2B	Cluster_8200|Contig7|original@918	306
2B	Cluster_8200|Contig9|original@1294	306
2B	Cluster_3546|Contig1|original@223	306.4
2B	Cluster_3546|Contig3|original@211	306.4
2B	Cluster_13265|Contig3|original@812	308.6
2B	Cluster_6739|Contig1|original@405	308.6
2B	Cluster_7133|Contig2|original@375	308.6
2B	Cluster_13870|Contig2|likelySeq@1008	312.6
2B	Cluster_18317|Contig2|complementarySeq@887	312.6
2B	Cluster_4963|Contig3|original@329	312.6
2B	Cluster_4963|Contig4|original@228	312.6
2B	Cluster_639|Contig2|likelySeq@1255	312.6
2B	Cluster_1951|Contig1|original@906	313.9
2B	Cluster_4241|Contig2|complementarySeq@907	313.9
2B	Cluster_7804|Contig4|original@189	314.9
2B	Cluster_11905|Contig2|original@455	319.3
2B	Cluster_11905|Contig5|original@795	319.3
2B	Cluster_5027|Contig1|original@695	320.2
2B	Cluster_10571|Contig4|original@677	320.6
2B	Cluster_10571|Contig1|original@389	321
2B	Cluster_10571|Contig3|original@93	321
2B	Cluster_6189|Contig2|original@493	321.9
2B	Cluster_6932|Contig1|complementarySeq@832	321.9
2B	Cluster_21166|Contig3|original@317	322.2
2B	Cluster_4250|Contig1|original@1212	322.2
2B	Cluster_4250|Contig3|original@506	322.2
2B	Cluster_4699|Contig2|original@315	322.2
2B	Cluster_6189|Contig1|original@1435	322.2
2B	Cluster_6932|Contig1|complementarySeq@947	322.2
2B	Cluster_837|Contig1|original@811	322.2
2B	Cluster_3740|Contig5|original@1365	324.4
2B	Cluster_7065|Contig4|original@249	324.4
2B	cluster_singlet|EPO_075_2462309731438184896+,235976-,116369-|original@229	324.4
2B	Cluster_1613|Contig4|complementarySeq@363	324.7
2B	Cluster_3740|Contig2|original@928	324.7
2B	Cluster_3740|Contig3|original@1108	324.7
2B	Cluster_9207|Contig2|original@2209	327.1
2B	Cluster_12656|Contig1|complementarySeq@585	329.2
2B	Cluster_1391|Contig2|original@1578	329.2
2B	Cluster_1391|Contig3|original@1309	329.2
2B	Cluster_1815|Contig3|original@1832	329.2
2B	Cluster_3750|Contig1|complementarySeq@351	329.2
2B	Cluster_1141|Contig2|original@335	330.2
2B	Cluster_1902|Contig3|complementarySeq@175	330.2
2B	Cluster_1902|Contig3|likelySeq@175	330.2
2B	Cluster_19069|Contig1|likelySeq@631	335.1
2B	Cluster_5147|Contig1|original@65	335.1
2B	Cluster_14172|Contig4|original@1305	335.4
2B	Cluster_20036|Contig1|original@327	335.4
2B	Cluster_5147|Contig6|original@620	335.4
2B	Cluster_8353|Contig6|original@721	335.4
2B	Cluster_3526|Contig2|original@3975	336.3
2B	Cluster_3526|Contig2|original@5142	336.3
2B	Cluster_3526|Contig5|original@347	336.3
2B	Cluster_767|Contig5|original@408	337
2B	Cluster_5706|Contig3|original@645	340.9
2B	Cluster_6451|Contig4|original@304	340.9
2B	Cluster_14089|Contig3|original@432	341.3
3A	Cluster_27590|Contig1|original@500	0
3A	Cluster_3261|Contig1|original@112	0.300000000000011
3A	Cluster_3261|Contig1|original@275	0.300000000000011
3A	Cluster_5968|Contig2|original@1497	0.300000000000011
3A	Cluster_6008|Contig1|original@625	1.69999999999999
3A	Traes_3AS_A2CECBF17@240	1.69999999999999
3A	Cluster_8119|Contig2|original@378	3.30000000000001
3A	Cluster_3128|Contig1|original@405	3.89999999999998
3A	Cluster_6231|Contig5|original@374	4.69999999999999
